entidad_federativa,CVE_MUN,municipio,sexo,EcAc_total,EcAc_ocupada,EcAc_desocupada,No_EcAc
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,97,95,2,77
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,79,72,7,64
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,57,57,0,52
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,47,44,3,48
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,41,40,1,38
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,18,17,1,26
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,15,15,0,34
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,14,13,1,39
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,8,8,0,15
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Total,2,2,0,28
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,994,945,49,252
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,18,16,2,106
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,130,117,13,74
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,164,158,6,21
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,136,132,4,6
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,118,113,5,2
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,95,91,4,2
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,86,84,2,3
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,69,62,7,3
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,48,48,0,2
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,42,39,3,4
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,37,36,1,1
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,16,15,1,3
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,12,12,0,4
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,13,12,1,9
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,8,8,0,6
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Hombres,2,2,0,6
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,153,150,3,1122
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,1,1,0,128
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,18,17,1,153
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,36,34,2,135
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,23,23,0,123
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,13,13,0,117
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,17,17,0,86
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,11,11,0,74
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,10,10,0,61
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,9,9,0,50
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,5,5,0,44
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,4,4,0,37
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,2,2,0,23
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,3,3,0,30
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,1,1,0,30
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,0,0,0,9
30 Veracruz de Ignacio de la Llave,146,146 Sochiapa,Mujeres,0,0,0,22
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,5806,5607,199,5311
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,61,56,5,865
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,403,370,33,1125
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,734,696,38,552
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,729,709,20,435
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,771,756,15,377
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,720,705,15,336
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,642,633,9,312
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,593,569,24,256
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,424,412,12,233
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,290,276,14,193
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,171,166,5,163
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,117,114,3,118
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,90,85,5,137
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,42,41,1,90
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,15,15,0,57
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Total,4,4,0,62
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,4041,3887,154,1303
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,39,35,4,440
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,290,269,21,477
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,500,474,26,122
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,490,476,14,24
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,512,500,12,10
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,463,450,13,8
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,440,431,9,8
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,408,388,20,8
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,307,297,10,17
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,223,211,12,24
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,137,132,5,25
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,102,100,2,27
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,77,72,5,39
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,34,33,1,37
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,15,15,0,18
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Hombres,4,4,0,19
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,1765,1720,45,4008
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,22,21,1,425
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,113,101,12,648
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,234,222,12,430
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,239,233,6,411
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,259,256,3,367
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,257,255,2,328
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,202,202,0,304
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,185,181,4,248
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,117,115,2,216
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,67,65,2,169
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,34,34,0,138
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,15,14,1,91
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,13,13,0,98
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,8,8,0,53
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,0,0,0,39
30 Veracruz de Ignacio de la Llave,145,145 Soconusco,Mujeres,0,0,0,43
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,4823,4528,295,9706
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,88,66,22,1415
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,718,649,69,1640
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,855,818,37,1248
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,682,636,46,1027
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,566,532,34,934
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,468,450,18,746
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,378,358,20,597
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,323,304,19,480
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,236,225,11,377
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,167,163,4,306
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,132,128,4,274
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,105,101,4,223
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,64,61,3,200
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,22,20,2,97
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,11,10,1,61
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Total,8,7,1,81
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,4436,4149,287,2615
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,84,62,22,653
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,684,616,68,504
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,800,763,37,231
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,626,581,45,196
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,519,486,33,199
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,423,406,17,175
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,330,312,18,117
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,295,278,17,95
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,215,204,11,91
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,144,140,4,69
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,118,114,4,62
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,98,94,4,62
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,61,58,3,67
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,21,19,2,36
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,10,9,1,27
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Hombres,8,7,1,31
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,387,379,8,7091
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,4,4,0,762
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,34,33,1,1136
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,55,55,0,1017
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,56,55,1,831
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,47,46,1,735
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,45,44,1,571
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,48,46,2,480
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,28,26,2,385
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,21,21,0,286
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,23,23,0,237
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,14,14,0,212
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,7,7,0,161
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,3,3,0,133
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,1,1,0,61
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,1,1,0,34
30 Veracruz de Ignacio de la Llave,147,147 Soledad Atzompa,Mujeres,0,0,0,50
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,10321,10023,298,10834
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,135,128,7,1402
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,922,875,47,1760
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,1292,1226,66,998
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,1114,1087,27,742
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,1129,1099,30,776
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,1216,1194,22,729
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,1065,1044,21,724
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,899,887,12,616
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,754,736,18,563
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,553,544,9,478
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,422,412,10,440
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,321,311,10,438
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,257,243,14,442
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,145,142,3,299
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,59,59,0,222
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Total,38,36,2,205
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,8139,7882,257,2172
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,110,104,6,697
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,709,673,36,633
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,996,940,56,124
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,846,824,22,37
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,869,845,24,33
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,939,919,20,30
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,824,805,19,43
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,718,707,11,34
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,589,571,18,39
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,460,454,6,51
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,353,343,10,57
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,277,267,10,75
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,226,212,14,97
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,132,129,3,90
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,56,56,0,66
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Hombres,35,33,2,66
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,2182,2141,41,8662
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,25,24,1,705
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,213,202,11,1127
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,296,286,10,874
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,268,263,5,705
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,260,254,6,743
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,277,275,2,699
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,241,239,2,681
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,181,180,1,582
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,165,165,0,524
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,93,90,3,427
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,69,69,0,383
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,44,44,0,363
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,31,31,0,345
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,13,13,0,209
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,3,3,0,156
30 Veracruz de Ignacio de la Llave,148,148 Soledad de Doblado,Mujeres,3,3,0,139
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,9212,9060,152,13351
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,174,170,4,2402
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,1101,1071,30,2945
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,1483,1456,27,1581
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,1146,1113,33,1168
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,1098,1086,12,1056
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,1049,1036,13,936
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,768,760,8,666
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,665,659,6,637
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,516,511,5,488
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,464,456,8,431
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,305,302,3,277
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,179,179,0,223
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,150,148,2,219
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,80,79,1,155
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,24,24,0,82
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Total,10,10,0,85
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,7886,7743,143,2951
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,140,136,4,1153
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,949,925,24,1013
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,1268,1242,26,161
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,964,933,31,79
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,931,919,12,81
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,914,901,13,63
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,644,636,8,42
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,561,555,6,46
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,441,436,5,48
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,399,391,8,37
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,272,269,3,34
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,163,163,0,26
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,135,133,2,47
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,73,72,1,49
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,23,23,0,38
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Hombres,9,9,0,34
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,1326,1317,9,10400
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,34,34,0,1249
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,152,146,6,1932
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,215,214,1,1420
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,182,180,2,1089
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,167,167,0,975
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,135,135,0,873
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,124,124,0,624
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,104,104,0,591
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,75,75,0,440
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,65,65,0,394
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,33,33,0,243
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,16,16,0,197
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,15,15,0,172
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,7,7,0,106
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,1,1,0,44
30 Veracruz de Ignacio de la Llave,149,149 Soteapan,Mujeres,1,1,0,51
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,4115,4034,81,4641
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,42,40,2,726
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,310,281,29,885
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,482,469,13,373
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,405,399,6,267
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,437,429,8,312
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,420,416,4,316
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,442,439,3,290
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,417,412,5,272
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,302,301,1,235
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,264,263,1,191
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,211,208,3,171
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,152,149,3,165
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,124,123,1,145
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,73,72,1,117
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,22,21,1,91
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Total,12,12,0,85
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,3302,3232,70,1044
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,35,33,2,350
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,236,211,25,352
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,365,355,10,65
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,319,314,5,12
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,321,316,5,22
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,346,342,4,18
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,353,350,3,8
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,330,325,5,16
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,242,241,1,15
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,226,225,1,9
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,180,177,3,24
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,138,135,3,20
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,111,110,1,28
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,68,67,1,34
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,22,21,1,29
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Hombres,10,10,0,42
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,813,802,11,3597
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,7,7,0,376
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,74,70,4,533
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,117,114,3,308
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,86,85,1,255
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,116,113,3,290
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,74,74,0,298
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,89,89,0,282
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,87,87,0,256
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,60,60,0,220
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,38,38,0,182
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,31,31,0,147
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,14,14,0,145
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,13,13,0,117
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,5,5,0,83
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,0,0,0,62
30 Veracruz de Ignacio de la Llave,150,150 Tamalín,Mujeres,2,2,0,43
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,8189,8078,111,10598
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,30,29,1,1536
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,378,365,13,2030
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,673,647,26,675
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,605,582,23,510
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,764,752,12,544
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,877,873,4,705
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,958,948,10,723
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,889,884,5,656
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,781,774,7,636
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,605,603,2,510
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,592,588,4,523
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,440,438,2,468
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,328,327,1,395
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,168,168,0,271
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,59,58,1,205
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Total,42,42,0,211
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Hombres,6809,6718,91,2581
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Hombres,23,22,1,780
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Hombres,317,307,10,931
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Hombres,530,511,19,164
30 Veracruz de Ignacio de la Llave,151,151 Tamiahua,Hombres,464,447,17,44
