entidad_federativa,CVE_MUN,municipio,sexo,grupos_edad,poblacion,lengua_indigena,nolengua_indigena
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,30-34 años,4734,88,4637
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,35-39 años,4958,112,4840
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,40-44 años,4754,110,4637
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,45-49 años,4281,150,4126
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,50-54 años,3458,114,3342
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,55-59 años,2721,112,2607
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,60-64 años,2311,125,2180
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Hombres,65 años y más,5035,300,4728
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,03-04 años,2195,4,2172
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,05-09 años,5974,13,5943
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,10-14 años,6278,17,6244
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,15-19 años,6854,37,6802
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,20-24 años,6072,63,5993
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,25-29 años,5271,63,5201
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,30-34 años,5333,65,5264
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,35-39 años,5687,76,5600
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,40-44 años,5454,98,5351
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,45-49 años,4486,94,4382
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,50-54 años,3697,105,3585
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,55-59 años,3036,103,2932
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,60-64 años,2588,110,2476
30 Veracruz de Ignacio de la Llave,189,189 Tuxpan,Mujeres,65 años y más,5709,221,5480
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,03-04 años,53,0,53
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,05-09 años,154,0,154
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,10-14 años,156,0,156
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,15-19 años,206,0,206
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,20-24 años,151,0,151
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,25-29 años,117,0,117
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,30-34 años,120,1,118
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,35-39 años,138,0,138
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,40-44 años,159,0,159
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,45-49 años,172,0,172
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,50-54 años,126,2,124
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,55-59 años,138,1,137
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,60-64 años,113,0,113
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Total,65 años y más,293,3,290
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,03-04 años,28,0,28
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,05-09 años,80,0,80
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,10-14 años,79,0,79
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,15-19 años,110,0,110
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,20-24 años,87,0,87
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,25-29 años,48,0,48
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,30-34 años,49,0,49
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,35-39 años,56,0,56
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,40-44 años,79,0,79
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,45-49 años,91,0,91
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,50-54 años,60,1,59
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,55-59 años,61,0,61
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,60-64 años,55,0,55
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Hombres,65 años y más,153,2,151
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,03-04 años,25,0,25
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,05-09 años,74,0,74
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,10-14 años,77,0,77
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,15-19 años,96,0,96
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,20-24 años,64,0,64
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,25-29 años,69,0,69
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,30-34 años,71,1,69
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,35-39 años,82,0,82
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,40-44 años,80,0,80
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,45-49 años,81,0,81
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,50-54 años,66,1,65
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,55-59 años,77,1,76
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,60-64 años,58,0,58
30 Veracruz de Ignacio de la Llave,190,190 Tuxtilla,Mujeres,65 años y más,140,1,139
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,03-04 años,817,1,800
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,05-09 años,2203,2,2186
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,10-14 años,2449,2,2439
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,15-19 años,2604,2,2592
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,20-24 años,2181,9,2170
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,25-29 años,1876,3,1871
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,30-34 años,1819,2,1813
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,35-39 años,2275,5,2266
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,40-44 años,2297,4,2287
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,45-49 años,1996,11,1980
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,50-54 años,1758,8,1746
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,55-59 años,1423,4,1418
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,60-64 años,1251,3,1241
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Total,65 años y más,2756,12,2735
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,03-04 años,420,0,415
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,05-09 años,1150,1,1138
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,10-14 años,1247,1,1245
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,15-19 años,1327,1,1321
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,20-24 años,1071,5,1064
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,25-29 años,921,3,917
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,30-34 años,777,1,776
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,35-39 años,1048,3,1043
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,40-44 años,1056,1,1053
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,45-49 años,906,7,898
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,50-54 años,869,2,866
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,55-59 años,718,2,716
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,60-64 años,585,3,580
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Hombres,65 años y más,1324,4,1314
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,03-04 años,397,1,385
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,05-09 años,1053,1,1048
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,10-14 años,1202,1,1194
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,15-19 años,1277,1,1271
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,20-24 años,1110,4,1106
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,25-29 años,955,0,954
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,30-34 años,1042,1,1037
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,35-39 años,1227,2,1223
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,40-44 años,1241,3,1234
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,45-49 años,1090,4,1082
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,50-54 años,889,6,880
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,55-59 años,705,2,702
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,60-64 años,666,0,661
30 Veracruz de Ignacio de la Llave,191,191 Ursulo Galván,Mujeres,65 años y más,1432,8,1421
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,03-04 años,1198,138,1045
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,05-09 años,3218,490,2718
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,10-14 años,3578,669,2903
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,15-19 años,3405,708,2690
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,20-24 años,2276,614,1654
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,25-29 años,1924,594,1327
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,30-34 años,1824,731,1089
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,35-39 años,1597,616,980
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,40-44 años,1317,600,716
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,45-49 años,1191,550,640
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,50-54 años,1014,494,517
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,55-59 años,904,488,415
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,60-64 años,692,366,324
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Total,65 años y más,1405,799,605
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,03-04 años,616,69,540
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,05-09 años,1570,243,1322
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,10-14 años,1819,325,1490
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,15-19 años,1711,357,1349
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,20-24 años,1062,273,785
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,25-29 años,899,290,607
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,30-34 años,839,338,499
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,35-39 años,792,308,484
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,40-44 años,696,309,386
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,45-49 años,573,247,326
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,50-54 años,516,260,256
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,55-59 años,499,259,239
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,60-64 años,374,193,180
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Hombres,65 años y más,798,432,366
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,03-04 años,582,69,505
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,05-09 años,1648,247,1396
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,10-14 años,1759,344,1413
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,15-19 años,1694,351,1341
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,20-24 años,1214,341,869
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,25-29 años,1025,304,720
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,30-34 años,985,393,590
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,35-39 años,805,308,496
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,40-44 años,621,291,330
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,45-49 años,618,303,314
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,50-54 años,498,234,261
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,55-59 años,405,229,176
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,60-64 años,318,173,144
30 Veracruz de Ignacio de la Llave,210,210 Uxpanapa,Mujeres,65 años y más,607,367,239
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,03-04 años,625,3,617
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,05-09 años,1681,2,1672
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,10-14 años,1979,4,1968
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,15-19 años,1994,3,1988
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,20-24 años,1454,5,1449
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,25-29 años,1151,5,1146
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,30-34 años,1250,3,1245
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,35-39 años,1350,10,1340
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,40-44 años,1361,8,1351
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,45-49 años,1183,10,1172
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,50-54 años,1059,6,1053
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,55-59 años,899,5,893
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,60-64 años,732,6,726
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Total,65 años y más,1887,13,1872
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,03-04 años,314,2,310
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,05-09 años,847,1,841
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,10-14 años,982,3,976
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,15-19 años,1022,0,1021
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,20-24 años,691,4,687
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,25-29 años,517,3,514
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,30-34 años,543,1,542
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,35-39 años,614,8,606
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,40-44 años,661,4,656
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,45-49 años,557,6,551
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,50-54 años,530,3,527
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,55-59 años,438,2,436
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,60-64 años,368,4,364
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Hombres,65 años y más,922,8,913
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,03-04 años,311,1,307
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,05-09 años,834,1,831
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,10-14 años,997,1,992
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,15-19 años,972,3,967
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,20-24 años,763,1,762
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,25-29 años,634,2,632
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,30-34 años,707,2,703
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,35-39 años,736,2,734
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,40-44 años,700,4,695
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,45-49 años,626,4,621
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,50-54 años,529,3,526
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,55-59 años,461,3,457
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,60-64 años,364,2,362
30 Veracruz de Ignacio de la Llave,192,192 Vega de Alatorre,Mujeres,65 años y más,965,5,959
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,03-04 años,16842,40,16210
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,05-09 años,42937,91,42481
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,10-14 años,41819,120,41434
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,15-19 años,46441,259,45937
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,20-24 años,47458,393,46782
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,25-29 años,44095,405,43464
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,30-34 años,41445,387,40875
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,35-39 años,42747,398,42173
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,40-44 años,38883,372,38369
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,45-49 años,33285,312,32821
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,50-54 años,29573,309,29109
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,55-59 años,23136,236,22797
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,60-64 años,18149,231,17826
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Total,65 años y más,37220,389,36634
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,03-04 años,8474,23,8140
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,05-09 años,21903,43,21677
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,10-14 años,21189,59,20995
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,15-19 años,23148,124,22900
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,20-24 años,22893,175,22575
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,25-29 años,20885,202,20567
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,30-34 años,19074,185,18796
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,35-39 años,19619,181,19362
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,40-44 años,17772,176,17533
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,45-49 años,15289,158,15066
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,50-54 años,13382,163,13151
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,55-59 años,10559,130,10380
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,60-64 años,7971,116,7815
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Hombres,65 años y más,15009,186,14743
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,03-04 años,8368,17,8070
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,05-09 años,21034,48,20804
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,10-14 años,20630,61,20439
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,15-19 años,23293,135,23037
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,20-24 años,24565,218,24207
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,25-29 años,23210,203,22897
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,30-34 años,22371,202,22079
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,35-39 años,23128,217,22811
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,40-44 años,21111,196,20836
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,45-49 años,17996,154,17755
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,50-54 años,16191,146,15958
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,55-59 años,12577,106,12417
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,60-64 años,10178,115,10011
30 Veracruz de Ignacio de la Llave,193,193 Veracruz,Mujeres,65 años y más,22211,203,21891
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,03-04 años,573,0,540
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,05-09 años,1533,2,1521
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,10-14 años,1266,3,1260
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,15-19 años,1155,2,1148
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,20-24 años,946,5,936
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,25-29 años,824,3,819
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,30-34 años,789,6,782
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,35-39 años,639,3,633
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,40-44 años,527,4,522
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,45-49 años,469,3,466
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,50-54 años,337,2,335
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,55-59 años,270,2,268
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,60-64 años,183,1,181
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Total,65 años y más,484,1,483
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,03-04 años,290,0,275
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,05-09 años,790,1,782
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,10-14 años,627,2,623
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,15-19 años,607,0,604
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,20-24 años,453,3,448
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,25-29 años,393,2,390
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,30-34 años,363,1,362
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,35-39 años,322,1,320
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,40-44 años,264,4,260
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,45-49 años,235,1,234
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,50-54 años,156,1,155
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,55-59 años,125,1,124
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,60-64 años,80,1,79
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Hombres,65 años y más,206,0,206
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,03-04 años,283,0,265
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,05-09 años,743,1,739
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,10-14 años,639,1,637
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,15-19 años,548,2,544
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,20-24 años,493,2,488
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,25-29 años,431,1,429
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,30-34 años,426,5,420
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,35-39 años,317,2,313
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,40-44 años,263,0,262
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,45-49 años,234,2,232
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,50-54 años,181,1,180
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,55-59 años,145,1,144
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,60-64 años,103,0,102
30 Veracruz de Ignacio de la Llave,194,194 Villa Aldama,Mujeres,65 años y más,278,1,277
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,03-04 años,14246,28,14000
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,05-09 años,37204,69,36991
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,10-14 años,36290,64,36162
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,15-19 años,41366,134,41157
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,20-24 años,42538,227,42223
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,25-29 años,36182,233,35889
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,30-34 años,34049,214,33787
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,35-39 años,33879,233,33601
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,40-44 años,30428,227,30162
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,45-49 años,26590,208,26352
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,50-54 años,23713,223,23460
30 Veracruz de Ignacio de la Llave,087,087 Xalapa,Total,55-59 años,18322,185,18116
